"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
672,"0307","Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebra","4digit","Molluscs, whether in shell or not, live, fresh, chilled, frozen, dried, salted or in brine; aquatic invertebrates other than crustaceans and molluscs, live, fresh, chilled, frozen, dried, salted or in brine; flours, meals and pellets of aquatic invertebra","Moluscos, incluso separados de sus valvas, vivos, frescos, refrigerados, congelados, secos, salados o en salmuera; moluscos ahumados, incluso pelados o cocidos, antes o durante el ahumado; harina, polvo y ""pellets"" de moluscos, aptos para consumo humano.","Molluscs","Moluscos",102.0
673,"0401","Milk and cream, not concentrated nor containing added sugar or other sweetening matter","4digit","Milk and cream, not concentrated nor containing added sugar or other sweetening matter","Leche y nata (crema), sin concentrar, sin adición de azúcar ni otro edulcorante.","Milk","Leche",103.0
674,"0402","Milk and cream, concentrated or containing added sugar or other sweetening matter","4digit","Milk and cream, concentrated or containing added sugar or other sweetening matter","Leche y nata (crema), concentradas o con adición de azúcar u otro edulcorante.","Milk, concentrated","Leche, concentrada",103.0
675,"0403","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa","4digit","Buttermilk, curdled milk and cream, yogurt, kephir and other fermented or acidified milk and cream, whether or not concentrated or containing added sugar or other sweetening matter or flavored or containing added fruit, nuts or cocoa","Suero de mantequilla, leche y nata (crema) cuajadas, yogur, kefir y demás leches y natas (cremas), fermentadas o acidificadas, incluso concentrados, con adición de azúcar u otro edulcorante, aromatizados o con frutas u otros frutos o cacao.","Fermented milk products","Productos de leche, fermentada",103.0
676,"0404","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included","4digit","Whey, whether or not concentrated or containing added sugar or other sweetening matter; products consisting of natural milk constituents, whether or not containing added sugar or other sweetening matter, not elsewhere specified or included","Lactosuero, incluso concentrado o con adición de azúcar u otro edulcorante; productos constituidos por los componentes naturales de la leche, incluso con adición de azúcar u otro edulcorante, no expresados ni comprendidos en otra parte.","Whey","Lactosuero",103.0
677,"0405","Butter and other fats and oils derived from milk; dairy spreads","4digit","Butter and other fats and oils derived from milk; dairy spreads","Mantequilla y demás materias grasas de la leche; pastas lácteas para untar.","Butter","Mantequilla",103.0
678,"0406","Cheese and curd","4digit","Cheese and curd","Quesos y requesón","Cheese","Quesos y requesón",103.0
679,"0407","Birds eggs, in shell, fresh, preserved or cooked","4digit","Birds eggs, in shell, fresh, preserved or cooked","Huevos de ave con cáscara (cascarón), frescos, conservados o cocidos.","Eggs, in shell","Huevos de ave",103.0
680,"0408","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, molded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","4digit","Birds' eggs, not in shell, and egg yolks, fresh, dried, cooked by steaming or by boiling in water, molded, frozen or otherwise preserved, whether or not containing added sugar or other sweetening matter","Huevos de ave sin cáscara (cascarón) y yemas de huevo, frescos, secos, cocidos en agua o vapor, moldeados, congelados o conservados de otro modo, incluso con adición de azúcar u otro edulcorante.","Egg yolks","Yemas de huevo",103.0
681,"0409","Amber or darker","4digit","Amber or darker","Miel natural.","Honey","Miel natural",103.0
682,"0410","Edible products of animal origin, not elsewhere specified or included","4digit","Edible products of animal origin, not elsewhere specified or included","Productos comestibles de origen animal no expresados ni comprendidos en otra parte.","Edible animal products, n.e.c.","Productos comestibles de origen animal, n.c.p.",103.0
683,"0501","Human hair, unworked, whether or not washed or scoured; waste of human hair","4digit","Human hair, unworked, whether or not washed or scoured; waste of human hair","Cabello en bruto, incluso lavado o desgrasado; desperdicios de cabello.","Human hair, unworked","Cabello en bruto",104.0
684,"0502","Pigs', hogs' or boars' bristles and hair; badger hair and other brushmaking hair; waste of such bristles or hair","4digit","Pigs', hogs' or boars' bristles and hair; badger hair and other brushmaking hair; waste of such bristles or hair","Cerdas de cerdo o de jabalí; pelo de tejón y demás pelos para cepillería; desperdicios de dichas cerdas o pelos.","Brushmaking hair","Pelos para cepillería",104.0
685,"0503","Horsehair and horsehair waste, whether or not put up as alayer with or without supporting material","4digit","Horsehair and horsehair waste, whether or not put up as alayer with or without supporting material","Crin y sus desperdicios","Horsehair","Crin",104.0
686,"0504","Guts, bladders and stomachs of animals except fish","4digit","Guts, bladders and stomachs of animals except fish","Tripas, vejigas y estómagos de animales, excepto los de pescado, enteros o en trozos, frescos, refrigerados, congelados, salados o en salmuera, secos o ahumados.","Animal guts, except fish","Tripas de animales, excepto los de pescado",104.0
687,"0505","Skins and other parts of birds, with their feathers or down, feathers and parts of feathers(whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of fea","4digit","Skins and other parts of birds, with their feathers or down, feathers and parts of feathers(whether or not with trimmed edges) and down, not further worked than cleaned, disinfected or treated for preservation; powder and waste of feathers or parts of fea","Pieles y demás partes de ave, con sus plumas o plumón, plumas y partes de plumas (incluso recortadas) y plumón, en bruto o simplemente limpiados, desinfectados o preparados para su conservación; polvo y desperdicios de plumas o de partes de plumas.","Feathers and down","Plumas y plumón",104.0
688,"0506","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products","4digit","Bones and horn-cores, unworked, defatted, simply prepared (but not cut to shape), treated with acid or degelatinized; powder and waste of these products","Huesos y núcleos córneos, en bruto, desgrasados, simplemente preparados (pero sin cortar en forma determinada), acidulados o desgelatinizados; polvo y desperdicios de estas materias.","Bones, simply prepared","Huesos preparados",104.0
689,"0507","Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products","4digit","Ivory, tortoise-shell, whalebone and whalebone hair, horns, antlers, hooves, nails, claws and beaks, unworked or simply prepared but not cut to shape; powder and waste of these products","Marfil, concha (caparazón) de tortuga, ballenas de mamíferos marinos (incluidas las barbas), cuernos, astas, cascos, pezuñas, uñas, garras y picos, en bruto o simplemente preparados, pero sin cortar en forma determinada; polvo y desperdicios de estas materias.","Ivory, tortoise-shell, whalebone, etc.","Marfil, cuernos, etc.",104.0
690,"0508","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof","4digit","Coral and similar materials, unworked or simply prepared but not otherwise worked; shells of molluscs, crustaceans or echinoderms and cuttlebone, unworked or simply prepared but not cut to shape, powder and waste thereof","Coral y materias similares, en bruto o simplemente preparados, pero sin otro trabajo; valvas y caparazones de moluscos, crustáceos o equinodermos, y jibiones, en bruto o simplemente preparados, pero sin cortar en forma determinada, incluso en polvo y desperdicios.","Coral and shells","Coral y materias similares",104.0
691,"0509","Sponges, natural, of animal origin","4digit","Sponges, natural, of animal origin","Esponjas, naturales, de origen animal","Sponges of animal origin","Esponjas de origen animal",104.0
692,"0510","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved:","4digit","Ambergris, castoreum, civet and musk; cantharides; bile, whether or not dried; glands and other animal products used in the preparation of pharmaceutical products, fresh, chilled, frozen or otherwise provisionally preserved:","Ambar gris, castóreo, algalia y almizcle; cantáridas; bilis, incluso desecada; glandulas y demás sustancias de origen animal utilizadas para la preparación de productos farmacéuticos, frescas, refrigeradas, congeladas o conservadas provisionalmente","Glands and other animal products used in pharmaceuticals","Glándulas y sustancias de origen animal para farmacéuticos",104.0
693,"0511","Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption","4digit","Animal products not elsewhere specified or included; dead animals of chapter 1 or 3, unfit for human consumption","Productos de origen animal no expresados ni comprendidos en otra parte; animales muertos de los Capítulos 1 o 3, impropios para la alimentación humana","Animal products not elsewhere specified","Productos de origen animal no expresados en otra parte",104.0
694,"0601","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212","4digit","Bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower; chicory plants and roots other than roots of heading 1212","Bulbos, cebollas, tubérculos, raíces y bulbos tuberosos, turiones y rizomas, en reposo vegetativo, en vegetación o en flor; plantas y raíces de achicoria, excepto las raíces de la partida 12.12.","Flower bulbs","Bulbos, cebollas, etc.",105.0
